Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Inscripción escolar, nivel secundario, varones (% bruto)",Education,Chile,CHL,SE.SEC.ENRR.MA,42.40429,49.29286,53.86094,56.792530000000006,56.79541999999999,56.00359,55.73267,58.35641,59.95958,61.50475,61.65403000000001,61.93836,63.47127,68.11007,70.94071,73.7546,75.29248,,,76.00131,72.21525,90.9401,90.20361,70.77431999999997,,,,,77.34928000000002,79.96431,84.58439,,88.17961,90.69347,91.73838,92.90392,92.33358,90.94495,90.22352,87.72057,88.66489,89.13009,87.97164000000002,99.12471,100.26068,101.45508,101.4721,101.64105,,
"Inscripción escolar, nivel secundario, mujeres (% bruto)",Education,Chile,CHL,SE.SEC.ENRR.FE,45.62964,51.95391,56.70928000000001,60.47618000000001,62.12755,60.96882,61.764,63.30833000000001,64.69821,67.03002,66.79972,67.87279000000001,66.86305,71.61254,74.12215,77.49266999999998,78.77506,,,79.26614000000002,75.95974,92.13882,92.54825,74.57637,,,,,80.51499,83.06829,86.49053,,89.72922,91.87159,93.04033,94.11034,94.20918,93.27168,92.58759,90.28343,91.39967,91.85566,91.08459,100.07972,101.11848,102.11846,102.09368,102.02842,,
"Inscripción escolar, nivel secundario (% bruto)",Education,Chile,CHL,SE.SEC.ENRR,44.00852,50.6166,55.2778,58.62473000000001,59.44721,58.47259,58.73206,60.81887,62.31551,64.25095999999999,64.21064,64.88629,65.15562,69.84864,72.51904,75.60779000000002,77.01826,,79.8983,77.61585,74.06543,91.53207,91.36072,72.64936999999998,,,,,78.90661,81.49079,85.52158,,88.94139,91.27257,92.37826,93.49675,93.25523,92.0882,91.385,88.97955999999998,90.00819,90.46908,89.50108,99.59392,100.68209,101.78093,101.77753,101.83142,,
"Educación de nivel secundario, alumnos en programas vocacionales (% de mujeres)",Education,Chile,CHL,SE.SEC.ENRL.VO.FE.ZS,45.89486,44.23137,43.12112,42.62632,43.7463,44.24757,45.32278,45.76924,45.82357,47.20893,47.29053,48.36319,45.50362,48.39776,49.32166,49.64282,49.94097,,48.1503,47.92897,47.73881,47.73102,47.19904,47.45024,46.55444,,,,47.47933,47.3612,46.9912,,46.93053,45.96104,46.02646,46.19172,46.75661,47.01495,47.31282,47.63586,47.37931,47.46411,47.17495,46.77213,46.56807,46.31531,46.19255,45.93058,,
"Educación de nivel secundario, alumnos en programas vocacionales",Education,Chile,CHL,SE.SEC.ENRL.VO,99558.0,127448.0,146819.0,163141.0,162048.0,163105.0,157989.0,168823.0,186092.0,178301.0,169129.0,161809.0,147096.0,125200.0,112186.0,128647.0,127060.0,116037.0,133941.0,203981.0,255396.0,262563.0,264177.0,261358.0,277226.0,,,,358278.0,370016.0,377958.0,,395557.0,386832.0,384355.0,397673.0,395420.0,388921.0,379115.0,358291.0,356071.0,354097.0,324596.0,335298.0,322195.0,311532.0,300280.0,292757.0,,
"Proporción alumnos-maestro, nivel secundario",Education,Chile,CHL,SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00898,29.3532,,32.55556,,25.19256,24.76865,24.41269,23.71092,23.32647,22.40762,21.86571,21.0574,20.04352,21.00122,20.06238,19.44185,18.81748,18.36688,,
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Education,Chile,CHL,SE.SEC.ENRL.GC.FE.ZS,52.72192,52.60805,52.91204000000001,53.4545,53.9162,53.65758,53.85952,53.14006,53.06191999999999,52.90172,52.61678000000001,52.67347,51.92238,51.22912,50.86642,50.96172,50.77705,,,51.05008,51.54405,50.17269,50.64786,51.60197,,,,,51.29311,51.22648,50.74295,,50.55203,50.63899,50.60238,50.51727,50.56264,50.64234,50.54909,50.52094,50.64445,50.63138,50.8205,50.07645,50.06413,50.03049,50.04602,50.02919,,
"Educación de nivel secundario, alumnos en programas de educación general",Education,Chile,CHL,SE.SEC.ENRL.GC,490572.0,561857.0,617574.0,660472.0,686725.0,685303.0,705424.0,734794.0,747112.0,789154.0,800564.0,817645.0,835241.0,926393.0,977533.0,1005023.0,1026186.0,,1062874.0,961740.0,862115.0,1124297.0,1126409.0,849299.0,,,,,887509.0,934663.0,1013325.0,,1101380.0,1170288.0,1210611.0,1232426.0,1238448.0,1222710.0,1209721.0,1169909.0,1162153.0,1138936.0,1118958.0,1236076.0,1234177.0,1234791.0,1229882.0,1227967.0,,
"Educación de nivel secundario, alumnos (% de mujeres)",Education,Chile,CHL,SE.SEC.ENRL.FE.ZS,51.57016,51.05926,51.03147,51.30966,51.97456,51.84852,52.29745,51.76297,51.61851,51.85254000000001,51.6878,51.9614,50.96123,50.89203,50.70738,50.81205,50.68494000000001,,,50.50394,50.6744,49.71042,49.99266,50.62499,,,,,50.1963,50.13026,49.72374,,49.59507,49.47685,49.49968,49.46203,49.64153,49.76698,49.77688,49.84452,49.87867,49.88021,50.00076,49.37138,49.34039,49.28201,49.28981,49.24016,,
"Educación de nivel secundario, alumnos",Education,Chile,CHL,SE.SEC.ENRL,590130.0,689305.0,764393.0,823613.0,848773.0,848408.0,863413.0,903617.0,933204.0,967455.0,969693.0,979454.0,982337.0,1051593.0,1089719.0,1133670.0,1153246.0,,1196815.0,1165721.0,1117511.0,1386860.0,1390586.0,1110657.0,,,,,1245787.0,1304679.0,1391283.0,,1496937.0,1557120.0,1594966.0,1630099.0,1633868.0,1611631.0,1588836.0,1528200.0,1518224.0,1493033.0,1443554.0,1571374.0,1556372.0,1546323.0,1530162.0,1520724.0,,
"Educación de nivel secundario, duración (años)",Education,Chile,CHL,SE.SEC.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",Education,Chile,CHL,SE.SEC.CMPT.LO.ZS,54.69328,61.8549,66.616,68.29408000000001,67.9191,66.71004,67.05893,69.214,,,,,,78.88479,,,,,,,,,,,,,,86.92390999999998,,,,,,,,,,,,,,94.97574,95.60127,92.37723,96.75612,95.87488,95.62891,93.81433,,
"Tasa de finalización del ciclo inferior de la educación secundaria, varones (% del grupo etario pertinente)",Education,Chile,CHL,SE.SEC.CMPT.LO.MA.ZS,53.75254,61.81098000000001,65.66196,66.04766,64.56445,64.4784,64.89917,67.09446,,,,,,78.01395,,,,,,,,,,,,,,85.5269,,,,,,,,,,,,,,94.71898,95.07539,91.53704,96.23937,95.28457,94.98143,93.38656,,
"Tasa de finalización del ciclo inferior de la educación secundaria, mujeres (% del grupo etario pertinente)",Education,Chile,CHL,SE.SEC.CMPT.LO.FE.ZS,55.64583,61.89937,67.58178000000001,70.56758,71.31448,68.96928,69.2456,71.36086999999998,,,,,,79.77081,,,,,,,,,,,,,,88.36536,,,,,,,,,,,,,,95.2418,96.14614,93.24762,97.29144,96.4865,96.2994,94.25722,,
Edad de ingreso a la escuela secundaria (años),Education,Chile,CHL,SE.SEC.AGES,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Niños que no asisten a la escuela (% de niños y niñas en edad de asistir a la escuela primaria),Education,Chile,CHL,SE.PRM.UNER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11209,2.6295900000000003,4.14711,2.8306,3.36331,3.508,3.946930000000001,3.8999,3.70606,3.06315,2.26992,,
"Niños que no asisten a la escuela, varones (% de niños en edad de asistir a la escuela primaria)",Education,Chile,CHL,SE.PRM.UNER.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66456,2.07327,3.83059,2.65926,3.08526,3.25296,3.70203,3.62927,3.42285,2.80456,1.98306,,
"Niños que no asisten a la escuela, nivel primario, varones",Education,Chile,CHL,SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21329.0,16261.0,29512.0,20182.0,23093.0,24118.0,27343.0,26883.0,25567.0,21112.0,15069.0,,
"Niños que no asisten a la escuela, mujeres (% de niñas en edad de asistir a la escuela primaria)",Education,Chile,CHL,SE.PRM.UNER.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57616,3.20654,4.4754,3.00832,3.65164,3.772380000000001,4.20076,4.18039,3.99965,3.3311,2.5670900000000003,,
"Niños que no asisten a la escuela, nivel primario, mujeres",Education,Chile,CHL,SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27605.0,24250.0,33244.0,22012.0,26358.0,26979.0,29934.0,29876.0,28819.0,24200.0,18830.0,,
"Niños que no asisten a la escuela, nivel primario",Education,Chile,CHL,SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48934.0,40511.0,62756.0,42194.0,49451.0,51097.0,57277.0,56759.0,54386.0,45312.0,33899.0,,
"Total de inscripciones, nivel primario, varones (% neto)",Education,Chile,CHL,SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.90478,96.55853,94.701,95.43333,94.87077,94.56472,93.64143,93.44387,93.45485,93.99794,94.75975,,
"Total de inscripciones, nivel primario, mujeres (% neto)",Education,Chile,CHL,SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.17487,95.62984,94.32579,95.52824,94.77191,94.51068,93.73422,93.47307,93.49292,94.09142,94.79262,,
"Total de inscripciones, nivel primario (% neto)",Education,Chile,CHL,SE.PRM.TENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.54645,96.10264,94.51682,95.47992,94.82224,94.53819,93.687,93.45821,93.47354,94.04385,94.77589,,
"Educación de nivel primario, maestras (% de mujeres)",Education,Chile,CHL,SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52805,77.05232,77.60715,,77.34244,77.10153000000003,78.08779,78.06841999999997,78.12823,78.3973,78.04581,77.81537,77.69115,78.25005999999998,78.19144,80.93628000000002,80.95423000000002,81.27409,81.22319,81.04358,,
"Educación de nivel primario, maestros",Education,Chile,CHL,SE.PRM.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53480.0,56424.0,55808.0,,53267.0,50261.0,64334.0,66060.0,65852.0,66862.0,67240.0,70044.0,66059.0,69191.0,71073.0,75405.0,78769.4336,80397.97,82980.0,85129.61658,,
"Repetidores, escuela primaria, total (% del total de inscriptos)",Education,Chile,CHL,SE.PRM.REPT.ZS,11.62474,8.90059,9.10652,12.45094,12.95822,13.3911,13.32612,13.76415,,,,,,8.03355,,,,,,,,,,,,,,4.1531699999999985,,,,,,,,,,,,,,4.91251,4.68702,4.42066,4.0533199999999985,3.61192,3.34567,3.01418,,
"Repetidores, escuela primaria, varones (% de varones inscriptos)",Education,Chile,CHL,SE.PRM.REPT.MA.ZS,12.61156,9.82356,9.71533,13.58635,14.35755,14.8052,14.86174,13.79229,,,,,,9.20862,,,,,,,,,,,,,,4.894830000000002,,,,,,,,,,,,,,6.0636,5.78495,5.41721,5.01452,4.50065,4.1844,3.78886,,
"Repetidores, escuela primaria, mujeres (% de mujeres inscriptas)",Education,Chile,CHL,SE.PRM.REPT.FE.ZS,10.61648,7.9504899999999985,8.47696,11.27796,11.50219,11.91383,11.72537,13.7347,,,,,,6.783739999999999,,,,,,,,,,,,,,3.36409,,,,,,,,,,,,,,3.67979,3.5115800000000004,3.3581199999999995,3.02898,2.66528,2.45335,2.19078,,
"Perseverancia en la escuela hasta el último grado del nivel primario, total (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRSL.ZS,77.28303000000002,69.07365,71.49948,70.74271999999998,67.82619,67.07927,72.84682,,,,,,92.94183,,,,,,,,,,,,,,97.97345,,,,,,,,,,,,,,97.93407,98.66754,,99.53105,99.59931,99.41008,99.54534,,,
"Perseverancia en la escuela hasta el último grado del nivel primario, varones (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRSL.MA.ZS,78.18969,69.08485,69.92444,70.20064,66.83409,64.96401,71.0159,,,,,,89.96564000000002,,,,,,,,,,,,,,96.88665,,,,,,,,,,,,,,98.2312,98.00775,,99.13009,99.26806,98.84956,99.20548,,,
"Perseverancia en la escuela hasta el último grado del nivel primario, mujeres (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRSL.FE.ZS,76.38835999999998,69.06241999999999,73.10621,71.28998,68.85262,69.28262,74.77317,,,,,,96.14496,,,,,,,,,,,,,,99.12665,,,,,,,,,,,,,,97.6269,99.3584,,99.95105,99.94736,100.0,99.90191,,,
"Perseverancia en la escuela hasta el quinto grado, total (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRS5.ZS,81.6488,74.1571,76.14981999999998,75.96087,74.11075,73.96536,78.56223,,,,,,94.82995,,,,,,,,,,,,,,98.76174,,,,,,,,,,,,,,98.1455,98.7274,,99.63693,99.6205,99.6204,99.64203,,,
"Perseverancia en la escuela hasta el quinto grado, varones (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRS5.MA.ZS,82.28615,73.95581999999997,75.16358000000002,75.34889,73.01016,71.77694,77.50199,,,,,,92.63811,,,,,,,,,,,,,,98.27949,,,,,,,,,,,,,,98.2312,98.1247,,99.33731,99.30951,99.25824,99.39368,,,
"Perseverancia en la escuela hasta el quinto grado, mujeres (% de la cohorte)",Education,Chile,CHL,SE.PRM.PRS5.FE.ZS,81.01393,74.3563,77.15353,76.57831999999998,75.24906,76.24348,79.67381,,,,,,97.18178,,,,,,,,,,,,,,99.27329,,,,,,,,,,,,,,98.05567,99.3584,,99.95105,99.94736,100.0,99.90191,,,
"Inscripción escolar, nivel primario, sector privado (% del total del nivel primario)",Education,Chile,CHL,SE.PRM.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.94235,43.56224,,,,46.50561,,50.16626,51.07077,52.92958,54.86186,56.6281,57.96162,58.02955,59.096030000000006,60.21412,60.8327,61.51349,62.0893,62.71426,62.81882,,
"Alumnos de mayor edad, nivel primario, (% de matrícula)",Education,Chile,CHL,SE.PRM.OENR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05318,5.9122,5.91481,7.70131,8.02641,8.14936,7.665780000000002,7.42013,7.16327,6.8670300000000015,6.55859,,
"Alumnos de mayor edad, nivel primario, varones (% de matrícula de varones)",Education,Chile,CHL,SE.PRM.OENR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95815,6.871389999999999,6.84352,8.97702,9.35322,9.49219,9.11951,8.82253,8.53557,8.2396,7.87484,,
"Alumnos de mayor edad, nivel primario, mujeres (% de matrícula de mujeres)",Education,Chile,CHL,SE.PRM.OENR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06629,4.86342,4.9027699999999985,6.33932,6.60553,6.71173,6.11038,5.9207800000000015,5.69689,5.40204,5.15514,,
Tasa neta de ingreso en primer grado (% de población oficial en edad escolar),Education,Chile,CHL,SE.PRM.NINT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8872,82.59019,83.41494,,81.88078,,
"Tasa neta de ingreso en primer grado, varones (% de población en edad escolar oficial)",Education,Chile,CHL,SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.36471,81.37659000000002,81.9333,,80.60705,,
"Tasa neta de ingreso en primer grado, mujeres (% de población en edad escolar oficial)",Education,Chile,CHL,SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.46576,83.84844,84.95136,,83.20071999999998,,
"Inscripción escolar, nivel primario, varones (% neto)",Education,Chile,CHL,SE.PRM.NENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.75262,96.29614,94.36898,95.41133,94.8486,94.53681,93.61192,93.40378,93.41388,93.95982,94.72014,,
"Inscripción escolar, nivel primario, mujeres (% neto)",Education,Chile,CHL,SE.PRM.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.01734,95.49457,94.15455,95.50473,94.74961,94.48551,93.69801,93.44061,93.45642,94.05549,94.76194,,
"Inscripción escolar, nivel primario (% neto)",Education,Chile,CHL,SE.PRM.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.39165,95.90266,94.26372,95.45718,94.8,94.51162,93.65419,93.42186,93.43477,94.0068,94.74067,,
"Tasa bruta de ingreso en primer grado, total (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.GINT.ZS,128.11845,149.60038,135.84752,131.42078999999998,128.31768,116.81732,111.58014,115.43398,,,,,,85.54763,,,,,,,,,,,,,,102.87768,98.07277,96.86457,96.89909,,96.251,97.44268,98.29051,99.89143,99.66437,103.18145,100.48559,98.6715,95.63874,93.59092,93.13183,95.80902,97.46012,98.87218,,99.84037,,
"Tasa bruta de ingreso en primer grado, varones (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.GINT.MA.ZS,127.81038,150.16118,136.20821999999998,131.80862,129.20131999999998,118.09896,111.94271,118.81218,,,,,,86.02758,,,,,,,,,,,,,,103.69188,98.53085,97.35801,97.50879,,96.76558,98.14579,99.33188,100.66026,100.50119,104.06078,101.54893,99.2546,95.81222,93.77345,93.44816,96.1034,98.08264,98.86295,,100.47831,,
"Tasa bruta de ingreso en primer grado, mujeres (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.GINT.FE.ZS,128.43203,149.02935,135.48002,131.02533,127.41589,115.50829,111.2095,111.97742,,,,,,85.05386,,,,,,,,,,,,,,102.03398,97.598,96.35307,96.26703,,95.71738,96.71349,97.21039,99.09391,98.79626,102.26918,99.38235,98.06649,95.45875,93.40158,92.8038,95.5038,96.81469,98.88175,,99.17928,,
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Chile,CHL,SE.PRM.ENRR.MA,117.81116000000002,125.24788,126.45022,127.25947,127.73892,125.50785,121.91187,120.9414,120.30788,120.42742,117.46763,115.04697,113.24676,110.79076,106.99831,106.70352,104.85925,,,102.3139,103.70451,104.13543,101.68155,101.7156,,,101.76522,79.41668,104.45512,105.1997,104.238,,102.03412,100.95737,106.5458,106.89012,107.77521000000002,109.41898,110.33434,109.08792,105.2214,105.04172,104.87864,103.04037,102.47919,102.18261,102.44628,102.86622,,
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Chile,CHL,SE.PRM.ENRR.FE,117.14577,123.6006,124.24552,125.22263999999998,124.87713,122.29883999999998,119.13153,117.84352,116.93006,116.67908,113.57668,111.39866,108.31165,106.77241,102.87573,102.72146,100.83548,,,99.92447,101.52033,101.9147,99.09862,99.45096,,,98.79131,77.27416,101.51123,102.28864,101.7448,,99.60859,98.43982,101.67651,102.14626,102.96232,104.04642,104.65088,103.82598,102.22481,101.71235,101.55767,99.81939,99.34767,99.13218,99.45711,99.94247,,
"Inscripción escolar, nivel primario (% bruto)",Education,Chile,CHL,SE.PRM.ENRR,117.4811,124.43072,125.35666,126.24942,126.32023,123.91762,120.53454,119.40738,118.63598,118.573,115.54357,113.24363999999998,110.80849,108.80641,104.96363,104.73944,102.8754,,100.135,101.13763,102.62989,103.04319,100.4116,100.60247,,,100.30411,78.36395999999998,103.00903,103.76987,103.01351,,100.84305,99.72118,104.155,104.56108,105.41235,106.78148,107.54435,106.50496,103.75048,103.40725,103.24807,101.45874,100.94146,100.68484,100.97826,101.43016,,
"Proporción alumnos-maestro, nivel primario",Education,Chile,CHL,SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.23218,31.98306,32.22683,,32.92755,34.0928,27.29501,26.05133,25.73597,25.11168,24.64024,23.00957,23.41154,21.97403,21.15991,19.52587,18.65062,18.3778,18.00111,17.79358,,
"Educación de nivel primario, alumnos (% de mujeres)",Education,Chile,CHL,SE.PRM.ENRL.FE.ZS,49.46259000000001,49.2759,49.16153,49.18612,49.00723,48.90779000000001,48.96169,48.86978,48.78456,48.68293,48.6079,48.62389,48.29341,48.459,48.3729,48.37301,48.32558,,,48.63741,48.66845,48.64493,48.52413,48.58986,,,48.38982,48.45122,48.40757,48.41611,48.50807,,48.50452,48.47193,47.93123,47.96191,47.95326,47.83466,47.76884,47.85293,48.36477,48.28799,48.29523,48.31045,48.32949,48.34292,48.3716,48.39668,,
"Educación de nivel primario, alumnos",Education,Chile,CHL,SE.PRM.ENRL,1752005.0,1876954.0,1907160.0,1931356.0,1937002.0,1899501.0,1845796.0,1825758.0,1810257.0,1804834.0,1754075.0,1714614.0,1676005.0,1647081.0,1593266.0,1596471.0,1574899.0,,1543596.0,1564047.0,1593486.0,1609140.0,1583503.0,1608204.0,,,1687386.0,1753867.0,1777257.0,1804612.0,1798515.0,,1753952.0,1713538.0,1755997.0,1720951.0,1694765.0,1679017.0,1656810.0,1611682.0,1546543.0,1520405.0,1503898.0,1472348.0,1469099.0,1477538.0,1493732.0,1514761.0,,
"Educación de nivel primario, duración (años)",Education,Chile,CHL,SE.PRM.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.CMPT.ZS,79.31926,86.75844000000002,91.151,92.23925,90.41998,90.85907,93.14679,90.61959,,,,,,97.87288,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.71445,98.82017,98.69904,98.90056,96.97696,95.48255,94.75356,,
"Tasa de finalización de la educación de nivel primario, varones (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.CMPT.MA.ZS,78.62132,85.7817,90.11481,90.64175,88.96419,89.47405,91.80515,90.06508000000002,,,,,,97.58833,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.61014,98.7275,99.10612,98.90184,97.11126,96.02816,95.35554,,
"Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)",Education,Chile,CHL,SE.PRM.CMPT.FE.ZS,80.02723,87.74863,92.20131,93.85871,91.89622,92.26433,94.50874,91.18286,,,,,,98.16339,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.82259,98.91621,98.27724,98.89923,96.83778,94.91738,94.13013,,
Edad de inicio de la educación de nivel primario,Education,Chile,CHL,SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Inscripción escolar, nivel preprimario, varones (% bruto)",Education,Chile,CHL,SE.PRE.ENRR.MA,22.07722,25.13606,29.22998,30.11144,,,50.14821,56.56815,60.88511,62.92558,,,,,68.01942,77.95255,80.78768000000002,,82.69788,80.72821,82.29066,75.18025,87.12894,90.51912,91.33162,97.3992,98.8318,,74.64405,77.85416,79.01533,,77.99195999999998,75.57719,77.93581999999998,81.47555,80.89658,82.39331999999997,81.68956999999997,84.3149,110.06089,114.88868,115.73208,80.13802,82.61598000000002,83.25889000000002,83.24273000000002,82.49956999999998,,
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Education,Chile,CHL,SE.PRE.ENRR.FE,24.52635,27.83385,30.90708,31.408790000000003,,,52.93711999999999,59.82337,63.44539,65.62188,,,,,68.5203,78.24449,80.89864,,83.4166,81.24488000000002,83.05733000000002,76.19834,87.49899,90.82262,91.76511,97.56409,99.29621,,74.04868,77.30593,78.92415,,77.68041,74.8485,77.5245,82.15616,82.96269000000002,85.70486,85.66776,88.60183,106.17958,111.61568,112.81864,77.88076,80.77934,81.39916,81.45526,81.0007,,
